replica,experimento,hiperparametro,valor_hiperparametro,orden_valor,tiempo_entrenamiento,accuracy_train,accuracy_test,error_test,gap_accuracy,f1_test,recall_test,auc_test
1,cantidad_arboles,n_estimators,500,4,0.4202172919176519,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9892183288409704,0.9839142091152815,0.999482760983051
2,cantidad_arboles,n_estimators,500,4,0.43230245914310217,0.9997227612974772,0.9948287007110537,0.005171299288946329,0.004894060586423499,0.9892183288409704,0.9839142091152815,0.9996471813328097
3,cantidad_arboles,n_estimators,500,4,0.41728425002656877,0.9994455225949542,0.9915966386554622,0.008403361344537785,0.007848883939492013,0.9824561403508771,0.9758713136729222,0.9981993688085462
4,cantidad_arboles,n_estimators,500,4,0.40661087492480874,1.0,0.9922430510665805,0.007756948933419494,0.007756948933419494,0.9837837837837838,0.9758713136729222,0.9973567145160332
5,cantidad_arboles,n_estimators,500,4,0.411476916866377,1.0,0.9948287007110537,0.005171299288946329,0.005171299288946329,0.9891891891891892,0.9812332439678284,0.9956793985868984
6,cantidad_arboles,n_estimators,500,4,0.44557562517002225,1.0,0.9948287007110537,0.005171299288946329,0.005171299288946329,0.989247311827957,0.9865951742627346,0.9990739937246234
7,cantidad_arboles,n_estimators,500,4,0.4088897919282317,1.0,0.9922430510665805,0.007756948933419494,0.007756948933419494,0.9838274932614556,0.9785522788203753,0.9968657370827263
8,cantidad_arboles,n_estimators,500,4,0.41920137498527765,0.9997227612974772,0.9967679379444085,0.003232062055591456,0.002954823353068625,0.9932885906040269,0.9919571045576407,0.9976250393923756
9,cantidad_arboles,n_estimators,500,4,0.4161203328985721,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9891891891891892,0.9812332439678284,0.9985407693958922
10,cantidad_arboles,n_estimators,500,4,0.42463941709138453,0.9994455225949542,0.995475113122172,0.004524886877828038,0.003970409472782266,0.990578734858681,0.9865951742627346,0.9995078807587086
11,cantidad_arboles,n_estimators,500,4,0.4077430001925677,0.9997227612974772,0.9922430510665805,0.007756948933419494,0.007479710230896663,0.983739837398374,0.9731903485254692,0.9981742490328885
12,cantidad_arboles,n_estimators,500,4,0.4167210420127958,0.9997227612974772,0.9948287007110537,0.005171299288946329,0.004894060586423499,0.989159891598916,0.9785522788203753,0.9975051495540098
13,cantidad_arboles,n_estimators,500,4,0.43040266702882946,0.9997227612974772,0.9928894634776988,0.007110536522301203,0.006833297819778372,0.9851551956815114,0.9785522788203753,0.9971306365351151
14,cantidad_arboles,n_estimators,500,4,0.42116183298639953,0.9997227612974772,0.9941822882999354,0.005817711700064621,0.00554047299754179,0.9878213802435724,0.9785522788203753,0.9960185155582755
15,cantidad_arboles,n_estimators,500,4,0.4196179579012096,0.9994455225949542,0.9935358758888171,0.006464124111182912,0.005909646706137139,0.9864864864864865,0.9785522788203753,0.9995843818936657
16,cantidad_arboles,n_estimators,500,4,0.4188931668177247,0.9997227612974772,0.9928894634776988,0.007110536522301203,0.006833297819778372,0.9850746268656716,0.9731903485254692,0.9972699371092162
17,cantidad_arboles,n_estimators,500,4,0.4229963328689337,0.9997227612974772,0.995475113122172,0.004524886877828038,0.0042476481753052076,0.9906040268456375,0.9892761394101877,0.9992897954336815
18,cantidad_arboles,n_estimators,500,4,0.40298354206606746,1.0,0.9896574014221073,0.010342598577892659,0.010342598577892659,0.9782608695652174,0.9651474530831099,0.9951187708665409
19,cantidad_arboles,n_estimators,500,4,0.4208229591604322,1.0,0.9909502262443439,0.009049773755656076,0.009049773755656076,0.981029810298103,0.9705093833780161,0.9973510054761111
20,cantidad_arboles,n_estimators,500,4,0.4138925839215517,1.0,0.9909502262443439,0.009049773755656076,0.009049773755656076,0.981029810298103,0.9705093833780161,0.9962754223547734
21,cantidad_arboles,n_estimators,500,4,0.41392125003039837,1.0,0.9922430510665805,0.007756948933419494,0.007756948933419494,0.9836956521739131,0.9705093833780161,0.9946905928723778
22,cantidad_arboles,n_estimators,500,4,0.4066637910436839,0.9997227612974772,0.9903038138332256,0.009696186166774368,0.009418947464251537,0.9795918367346939,0.9651474530831099,0.9964969331037539
23,cantidad_arboles,n_estimators,500,4,0.4187187908682972,0.9997227612974772,0.9922430510665805,0.007756948933419494,0.007479710230896663,0.9838274932614556,0.9785522788203753,0.9985510456677521
24,cantidad_arboles,n_estimators,500,4,0.4414641249459237,1.0,0.9928894634776988,0.007110536522301203,0.007110536522301203,0.9850746268656716,0.9731903485254692,0.995082233011039
25,cantidad_arboles,n_estimators,500,4,0.42021479178220034,1.0,0.9948287007110537,0.005171299288946329,0.005171299288946329,0.9892761394101877,0.9892761394101877,0.9996997045000936
26,cantidad_arboles,n_estimators,500,4,0.42206420795992017,0.9997227612974772,0.9974143503555268,0.0025856496444731647,0.002308410941950334,0.9946236559139785,0.9919571045576407,0.9977494964626787
27,cantidad_arboles,n_estimators,500,4,0.4211510408204049,0.9994455225949542,0.9941822882999354,0.005817711700064621,0.005263234295018848,0.9878542510121457,0.9812332439678284,0.9995067389507243
28,cantidad_arboles,n_estimators,500,4,0.42156675015576184,0.9997227612974772,0.9948287007110537,0.005171299288946329,0.004894060586423499,0.9892761394101877,0.9892761394101877,0.9992681010819773
29,cantidad_arboles,n_estimators,500,4,0.41582841612398624,0.9997227612974772,0.9948287007110537,0.005171299288946329,0.004894060586423499,0.9891891891891892,0.9812332439678284,0.9954898584614822
0,profundidad_maxima,max_depth,2,0,0.0709373748395592,0.9747712780704186,0.9767291531997414,0.023270846800258593,-0.0019578751293227725,0.9497206703910615,0.9115281501340483,0.9954282008303228
1,profundidad_maxima,max_depth,2,0,0.07107912516221404,0.9822567230385362,0.9806076276664512,0.019392372333548846,0.0016490953720850188,0.9584487534626038,0.9276139410187667,0.9937006453498727
2,profundidad_maxima,max_depth,2,0,0.07404595892876387,0.9742168006653729,0.9786683904330963,0.02133160956690372,-0.004451589767723418,0.9539748953974896,0.9168900804289544,0.997718667647099
3,profundidad_maxima,max_depth,2,0,0.07228887500241399,0.9764347102855558,0.9715578539107951,0.028442146089204923,0.004876856374760763,0.9382022471910112,0.8954423592493298,0.9948241844065568
4,profundidad_maxima,max_depth,2,0,0.07313820905983448,0.9747712780704186,0.9702650290885585,0.029734970911441505,0.004506248981860139,0.9352112676056338,0.8900804289544236,0.9904830304497353
5,profundidad_maxima,max_depth,2,0,0.07249762513674796,0.9786526199057388,0.978021978021978,0.02197802197802201,0.0006306418837608296,0.953168044077135,0.9276139410187667,0.9906451671835251
6,profundidad_maxima,max_depth,2,0,0.06934783305041492,0.9772664263931244,0.9806076276664512,0.019392372333548846,-0.0033412012733267105,0.9584487534626038,0.9276139410187667,0.9966476517576992
7,profundidad_maxima,max_depth,2,0,0.07267929194495082,0.9797615747158304,0.9812540400775694,0.018745959922430555,-0.0014924653617390815,0.9597780859916782,0.9276139410187667,0.9904088129307469
8,profundidad_maxima,max_depth,2,0,0.07360391691327095,0.976157471583033,0.9819004524886877,0.018099547511312264,-0.0057429809056547265,0.9613259668508287,0.9329758713136729,0.9943411996291408
9,profundidad_maxima,max_depth,2,0,0.07391616702079773,0.9758802328805101,0.9799612152553329,0.020038784744667137,-0.004080982374822795,0.9572413793103448,0.9302949061662198,0.9932564820439276
10,profundidad_maxima,max_depth,2,0,0.07365808309987187,0.9789298586082618,0.9773755656108597,0.022624434389140302,0.0015542929974020625,0.9513212795549374,0.9168900804289544,0.9971180766472864
11,profundidad_maxima,max_depth,2,0,0.07441495801322162,0.9772664263931244,0.9754363283775048,0.024563671622495176,0.001830098015619619,0.9466292134831461,0.903485254691689,0.9926056514927997
12,profundidad_maxima,max_depth,2,0,0.07196816708892584,0.9769891876906016,0.9786683904330963,0.02133160956690372,-0.0016792027424946676,0.9538461538461539,0.9142091152815014,0.9924994633502473
13,profundidad_maxima,max_depth,2,0,0.07468525017611682,0.978098142500693,0.9741435035552682,0.025856496444731758,0.003954638945424804,0.9436619718309859,0.8981233243967829,0.9952192499691712
14,profundidad_maxima,max_depth,2,0,0.07386829098686576,0.9775436650956474,0.9747899159663865,0.025210084033613467,0.002753749129260852,0.9462068965517242,0.9195710455764075,0.9896243908454402
15,profundidad_maxima,max_depth,2,0,0.07309775007888675,0.9758802328805101,0.9722042663219134,0.02779573367808663,0.0036759665585966994,0.9401947148817803,0.9061662198391421,0.9967595489401738
16,profundidad_maxima,max_depth,2,0,0.0725519999396056,0.9822567230385362,0.9767291531997414,0.023270846800258593,0.005527569838794766,0.9498607242339833,0.9142091152815014,0.9925063141981539
17,profundidad_maxima,max_depth,2,0,0.07138637499883771,0.9758802328805101,0.9793148028442146,0.02068519715578543,-0.0034345699637045035,0.9556786703601108,0.9249329758713136,0.9974400664988969
18,profundidad_maxima,max_depth,2,0,0.07308033294975758,0.9767119489880788,0.9618616677440207,0.03813833225597929,0.014850281244058072,0.9158345221112696,0.8605898123324397,0.9882507958401651
19,profundidad_maxima,max_depth,2,0,0.0711649579461664,0.980593290823399,0.9799612152553329,0.020038784744667137,0.0006320755680661039,0.957004160887656,0.9249329758713136,0.9938330950760672
20,profundidad_maxima,max_depth,2,0,0.07385258399881423,0.9817022456334904,0.9786683904330963,0.02133160956690372,0.00303385520039412,0.9543568464730291,0.9249329758713136,0.9902580942768017
21,profundidad_maxima,max_depth,2,0,0.07383150001987815,0.971721652342667,0.9702650290885585,0.029734970911441505,0.0014566232541085578,0.9350282485875706,0.8873994638069705,0.9904761796018287
22,profundidad_maxima,max_depth,2,0,0.0741044171154499,0.9778209037981702,0.9689722042663219,0.031027795733678087,0.008848699531848303,0.9318181818181818,0.8793565683646113,0.9895102100469968
23,profundidad_maxima,max_depth,2,0,0.07507041608914733,0.9797615747158304,0.9773755656108597,0.022624434389140302,0.0023860091049706655,0.9513212795549374,0.9168900804289544,0.99429210188581
24,profundidad_maxima,max_depth,2,0,0.07418854208663106,0.9789298586082618,0.9722042663219134,0.02779573367808663,0.006725592286348392,0.9396914446002805,0.8981233243967829,0.9893971710565377
25,profundidad_maxima,max_depth,2,0,0.07492349995300174,0.9753257554754644,0.9773755656108597,0.022624434389140302,-0.0020498101353952913,0.9514563106796117,0.9195710455764075,0.9977163840311303
26,profundidad_maxima,max_depth,2,0,0.07410654192790389,0.9733850845578043,0.982546864899806,0.017453135100193973,-0.009161780342001768,0.9628610729023384,0.938337801608579,0.9960185155582757
27,profundidad_maxima,max_depth,2,0,0.07462224992923439,0.978375381203216,0.9715578539107951,0.028442146089204923,0.006817527292420911,0.938375350140056,0.8981233243967829,0.9940386205132654
28,profundidad_maxima,max_depth,2,0,0.07199758314527571,0.9756029941779872,0.9696186166774402,0.030381383322559796,0.0059843775005470334,0.9338959212376934,0.8900804289544236,0.9943035199656545
29,profundidad_maxima,max_depth,2,0,0.07309341710060835,0.978098142500693,0.9767291531997414,0.023270846800258593,0.0013689893009516396,0.9504132231404959,0.9249329758713136,0.9899429552730978
0,profundidad_maxima,max_depth,5,1,0.08522925013676286,0.9944552259495426,0.9928894634776988,0.007110536522301203,0.0015657624718438123,0.9851150202976996,0.9758713136729222,0.9972254065978233
1,profundidad_maxima,max_depth,5,1,0.08455208409577608,0.9939007485444968,0.9922430510665805,0.007756948933419494,0.0016576974779163312,0.983739837398374,0.9731903485254692,0.998947253038351
2,profundidad_maxima,max_depth,5,1,0.08622587518766522,0.9933462711394511,0.9928894634776988,0.007110536522301203,0.0004568076617522676,0.9850746268656716,0.9731903485254692,0.9993126315933702
3,profundidad_maxima,max_depth,5,1,0.08713624998927116,0.9950097033545883,0.9896574014221073,0.010342598577892659,0.0053523019324809296,0.9782016348773842,0.9624664879356568,0.9974377828829282
4,profundidad_maxima,max_depth,5,1,0.07510529109276831,0.995564180759634,0.9877181641887525,0.012281835811247532,0.007846016570881575,0.9741496598639455,0.9597855227882037,0.9965083511835982
5,profundidad_maxima,max_depth,5,1,0.08573079109191895,0.9941779872470197,0.9922430510665805,0.007756948933419494,0.0019349361804391618,0.983739837398374,0.9731903485254692,0.9952763403683929
6,profundidad_maxima,max_depth,5,1,0.0834348329808563,0.9941779872470197,0.9909502262443439,0.009049773755656076,0.003227761002675744,0.9809782608695652,0.967828418230563,0.9983672145822581
7,profundidad_maxima,max_depth,5,1,0.07228937512263656,0.9944552259495426,0.9909502262443439,0.009049773755656076,0.003504999705198686,0.981029810298103,0.9705093833780161,0.9949143872373271
8,profundidad_maxima,max_depth,5,1,0.08512491593137383,0.9936235098419739,0.9948287007110537,0.005171299288946329,-0.0012051908690797752,0.9892183288409704,0.9839142091152815,0.9973852597156442
9,profundidad_maxima,max_depth,5,1,0.07354900008067489,0.9947324646520654,0.9941822882999354,0.005817711700064621,0.0005501763521300607,0.9878213802435724,0.9785522788203753,0.9979847089074725
10,profundidad_maxima,max_depth,5,1,0.07343445811420679,0.9933462711394511,0.9941822882999354,0.005817711700064621,-0.0008360171604843147,0.9878542510121457,0.9812332439678284,0.9993468858329033
11,profundidad_maxima,max_depth,5,1,0.08209737506695092,0.9958414194621569,0.989010989010989,0.01098901098901095,0.006830430451167824,0.9767441860465116,0.9571045576407506,0.9970906732556599
12,profundidad_maxima,max_depth,5,1,0.0862539999652654,0.9950097033545883,0.9909502262443439,0.009049773755656076,0.004059477110244347,0.9808743169398907,0.9624664879356568,0.996633950061886
13,profundidad_maxima,max_depth,5,1,0.08363387500867248,0.9939007485444968,0.9922430510665805,0.007756948933419494,0.0016576974779163312,0.983739837398374,0.9731903485254692,0.9972459591415431
14,profundidad_maxima,max_depth,5,1,0.08531800005584955,0.9941779872470197,0.9922430510665805,0.007756948933419494,0.0019349361804391618,0.9836956521739131,0.9705093833780161,0.99271640686729
15,profundidad_maxima,max_depth,5,1,0.07421966688707471,0.9941779872470197,0.9915966386554622,0.008403361344537785,0.002581348591557453,0.9824086603518268,0.9731903485254692,0.9992235705705843
16,profundidad_maxima,max_depth,5,1,0.08490929193794727,0.9941779872470197,0.9909502262443439,0.009049773755656076,0.003227761002675744,0.9809264305177112,0.9651474530831099,0.9961463980525324
17,profundidad_maxima,max_depth,5,1,0.08229662501253188,0.9939007485444968,0.9941822882999354,0.005817711700064621,-0.00028153975543854237,0.9878869448183042,0.9839142091152815,0.9990751355326077
18,profundidad_maxima,max_depth,5,1,0.07622262509539723,0.995564180759634,0.9838396897220426,0.01616031027795739,0.011724491037591434,0.9656121045392022,0.9410187667560321,0.9948253262145412
19,profundidad_maxima,max_depth,5,1,0.0847714589908719,0.9947324646520654,0.9903038138332256,0.009696186166774368,0.004428650818839808,0.9795361527967258,0.9624664879356568,0.9965894195504931
20,profundidad_maxima,max_depth,5,1,0.07310450007207692,0.9950097033545883,0.9915966386554622,0.008403361344537785,0.003413064699126056,0.9823609226594301,0.9705093833780161,0.9957810194975131
21,profundidad_maxima,max_depth,5,1,0.08442904194816947,0.9952869420571112,0.9928894634776988,0.007110536522301203,0.0023974785794124154,0.9850746268656716,0.9731903485254692,0.9941402414238802
22,profundidad_maxima,max_depth,5,1,0.08611641707830131,0.9952869420571112,0.9857789269553976,0.014221073044602406,0.009508015101713618,0.9700272479564033,0.9544235924932976,0.994906394581436
23,profundidad_maxima,max_depth,5,1,0.08525470807217062,0.9936235098419739,0.9896574014221073,0.010342598577892659,0.003966108419866554,0.978319783197832,0.967828418230563,0.9969742088412477
24,profundidad_maxima,max_depth,5,1,0.08595591713674366,0.9941779872470197,0.9883645765998708,0.011635423400129241,0.005813410647148909,0.9754768392370572,0.9597855227882037,0.993837662308005
25,profundidad_maxima,max_depth,5,1,0.08516779192723334,0.9941779872470197,0.9941822882999354,0.005817711700064621,-4.3010529157117006e-06,0.9878869448183042,0.9839142091152815,0.9994359468556892
26,profundidad_maxima,max_depth,5,1,0.07504466595128179,0.9936235098419739,0.9967679379444085,0.003232062055591456,-0.0031444281024346488,0.9932705248990579,0.9892761394101877,0.9976216139684222
27,profundidad_maxima,max_depth,5,1,0.07489745900966227,0.9950097033545883,0.9909502262443439,0.009049773755656076,0.004059477110244347,0.9809264305177112,0.9651474530831099,0.9989746564299775
28,profundidad_maxima,max_depth,5,1,0.08505791611969471,0.9941779872470197,0.9928894634776988,0.007110536522301203,0.0012885237693208706,0.9851551956815114,0.9785522788203753,0.9988627592475028
29,profundidad_maxima,max_depth,5,1,0.08489045896567404,0.9941779872470197,0.9935358758888171,0.006464124111182912,0.0006421113582025795,0.986449864498645,0.9758713136729222,0.9948527296061678
0,profundidad_maxima,max_depth,10,2,0.09937620791606605,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9892183288409704,0.9839142091152815,0.9969901941530297
1,profundidad_maxima,max_depth,10,2,0.09673816687427461,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9892183288409704,0.9839142091152815,0.9995295751104127
2,profundidad_maxima,max_depth,10,2,0.09460991690866649,0.9988910451899086,0.995475113122172,0.004524886877828038,0.0034159320677366045,0.99055330634278,0.9839142091152815,0.999403976232125
3,profundidad_maxima,max_depth,10,2,0.08461949997581542,0.9988910451899086,0.9915966386554622,0.008403361344537785,0.0072944065344463516,0.9824086603518268,0.9731903485254692,0.9980132541070833
4,profundidad_maxima,max_depth,10,2,0.084092834033072,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9892183288409704,0.9839142091152815,0.9969730670332633
5,profundidad_maxima,max_depth,10,2,0.08357312483713031,0.9997227612974772,0.9941822882999354,0.005817711700064621,0.00554047299754179,0.9878542510121457,0.9812332439678284,0.9950890838589456
6,profundidad_maxima,max_depth,10,2,0.09605041705071926,0.9988910451899086,0.995475113122172,0.004524886877828038,0.0034159320677366045,0.99055330634278,0.9839142091152815,0.9988718937113784
7,profundidad_maxima,max_depth,10,2,0.083673250162974,0.9994455225949542,0.9935358758888171,0.006464124111182912,0.005909646706137139,0.9865229110512129,0.9812332439678284,0.99735328909208
8,profundidad_maxima,max_depth,10,2,0.08654362498782575,0.9991682838924314,0.9967679379444085,0.003232062055591456,0.002400345948022853,0.9932885906040269,0.9919571045576407,0.9972870642289827
9,profundidad_maxima,max_depth,10,2,0.08705391688272357,0.9991682838924314,0.9948287007110537,0.005171299288946329,0.004339583181377726,0.9891891891891892,0.9812332439678284,0.9986732191220867
10,profundidad_maxima,max_depth,10,2,0.09736016602255404,0.9986138064873856,0.995475113122172,0.004524886877828038,0.003138693365213663,0.990578734858681,0.9865951742627346,0.9993720056085608
11,profundidad_maxima,max_depth,10,2,0.08642904204316437,0.9991682838924314,0.9915966386554622,0.008403361344537785,0.007571645236969182,0.9823129251700681,0.967828418230563,0.9983283931107874
12,profundidad_maxima,max_depth,10,2,0.08619116712361574,0.9991682838924314,0.9935358758888171,0.006464124111182912,0.005632408003614309,0.9864130434782609,0.9731903485254692,0.9967652579800961
13,profundidad_maxima,max_depth,10,2,0.09664554079063237,0.9991682838924314,0.9909502262443439,0.009049773755656076,0.008218057648087473,0.981029810298103,0.9705093833780161,0.9960698969175751
14,profundidad_maxima,max_depth,10,2,0.08661400014534593,0.9991682838924314,0.9948287007110537,0.005171299288946329,0.004339583181377726,0.9891891891891892,0.9812332439678284,0.995347132463428
15,profundidad_maxima,max_depth,10,2,0.09553866693750024,0.9988910451899086,0.9941822882999354,0.005817711700064621,0.004708756889973187,0.9878869448183042,0.9839142091152815,0.9994998881028175
16,profundidad_maxima,max_depth,10,2,0.08581016701646149,0.9997227612974772,0.9928894634776988,0.007110536522301203,0.006833297819778372,0.9850746268656716,0.9731903485254692,0.9976296066243131
17,profundidad_maxima,max_depth,10,2,0.08529275003820658,0.9988910451899086,0.995475113122172,0.004524886877828038,0.0034159320677366045,0.990578734858681,0.9865951742627346,0.9994199615439071
18,profundidad_maxima,max_depth,10,2,0.08329816698096693,1.0,0.9896574014221073,0.010342598577892659,0.010342598577892659,0.9782608695652174,0.9651474530831099,0.9962434517312093
19,profundidad_maxima,max_depth,10,2,0.09688245900906622,0.9994455225949542,0.9903038138332256,0.009696186166774368,0.009141708761728595,0.9796472184531886,0.967828418230563,0.9979550218998772
20,profundidad_maxima,max_depth,10,2,0.08681154111400247,1.0,0.9922430510665805,0.007756948933419494,0.007756948933419494,0.9837837837837838,0.9758713136729222,0.9959911121666492
21,profundidad_maxima,max_depth,10,2,0.0844445840921253,1.0,0.9928894634776988,0.007110536522301203,0.007110536522301203,0.9850746268656716,0.9731903485254692,0.9939803883060594
22,profundidad_maxima,max_depth,10,2,0.09598541702143848,0.9997227612974772,0.9896574014221073,0.010342598577892659,0.010065359875369828,0.9782608695652174,0.9651474530831099,0.9969833433051231
23,profundidad_maxima,max_depth,10,2,0.09800133318640292,0.9991682838924314,0.9948287007110537,0.005171299288946329,0.004339583181377726,0.9891891891891892,0.9812332439678284,0.998175390840873
24,profundidad_maxima,max_depth,10,2,0.09583374997600913,1.0,0.9922430510665805,0.007756948933419494,0.007756948933419494,0.983739837398374,0.9731903485254692,0.9944393951158021
25,profundidad_maxima,max_depth,10,2,0.10025862511247396,0.9988910451899086,0.9948287007110537,0.005171299288946329,0.004062344478854896,0.989247311827957,0.9865951742627346,0.9997351005476112
26,profundidad_maxima,max_depth,10,2,0.09842795808799565,0.9988910451899086,0.9974143503555268,0.0025856496444731647,0.001476694834381731,0.9946236559139785,0.9919571045576407,0.998430014021402
27,profundidad_maxima,max_depth,10,2,0.0976383329834789,0.9991682838924314,0.9941822882999354,0.005817711700064621,0.0049859955924960175,0.9878542510121457,0.9812332439678284,0.9993217660572457
28,profundidad_maxima,max_depth,10,2,0.0906847498845309,0.9994455225949542,0.9928894634776988,0.007110536522301203,0.0065560591172554306,0.9852348993288591,0.9839142091152815,0.9993103479774013
29,profundidad_maxima,max_depth,10,2,0.08769758301787078,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9891891891891892,0.9812332439678284,0.9968680206986952
0,profundidad_maxima,max_depth,None,3,0.09727658401243389,0.9997227612974772,0.9948287007110537,0.005171299288946329,0.004894060586423499,0.9891891891891892,0.9812332439678284,0.9976661444798149
1,profundidad_maxima,max_depth,None,3,0.09991112514398992,0.9994455225949542,0.9948287007110537,0.005171299288946329,0.004616821883900557,0.9892183288409704,0.9839142091152815,0.999501029910802
